Epoch,Test_Loss,Test_Accuracy,Test_Precision,Test_Recall,Test_F1-score
0.0,8.971600532531738,0.013333333333333334,0.005415906920204915,0.0005730659025787966,0.0009625431985796413
1.0,1.3821648359298706,0.7973333333333333,0.8156181896635498,0.7973333333333333,0.7933491593362484
2.0,1.7916622161865234,0.948,0.9514532632781917,0.9480000000000001,0.9476923656703586
3.0,1.4457972049713135,0.88,0.9286000277162707,0.8799999999999998,0.8631391028376759
4.0,1.151810884475708,0.98,0.9811246243886669,0.98,0.9800174025370701
5.0,0.3158588409423828,0.9626666666666667,0.966656650516916,0.9626666666666666,0.9626652114639115
6.0,0.9287437200546265,0.9613333333333334,0.9725470085470086,0.9613333333333335,0.9608329694747099
7.0,1.0859558582305908,0.9626666666666667,0.9643244777287331,0.9626666666666668,0.9624675233021084
8.0,2.329608917236328,0.9093333333333333,0.9268003461736124,0.9093333333333334,0.904849980103431
9.0,3.4835760593414307,0.976,0.978152174233721,0.9760000000000001,0.9752486977525692
10.0,0.4587653577327728,0.9893333333333333,0.989357342937175,0.9893333333333334,0.9893193319331934
11.0,1.6769672632217407,0.9746666666666667,0.9752905176584421,0.9746666666666666,0.9747623031196263
12.0,0.31544479727745056,0.98,0.9808457577300662,0.98,0.9797787560862712
13.0,0.34300336241722107,0.9866666666666667,0.9871621497521799,0.9866666666666667,0.9866567913255477
14.0,0.33331528306007385,0.9866666666666667,0.9876786612080729,0.9866666666666666,0.9866976044206708
15.0,0.6619020104408264,0.9893333333333333,0.9896168929110106,0.9893333333333333,0.9893162229941058
16.0,0.4210558831691742,0.9733333333333334,0.9768774568369761,0.9733333333333334,0.973090753397684
17.0,1.0617687702178955,0.9933333333333333,0.9935646053293112,0.9933333333333334,0.9933168978915277
18.0,0.024212809279561043,0.9986666666666667,0.9986928104575163,0.9986666666666667,0.9986665333199986
19.0,0.7352274656295776,0.9893333333333333,0.9896643235910717,0.9893333333333334,0.9893425313705426
20.0,0.9026221036911011,0.976,0.9777157623483926,0.9759999999999999,0.9759190430720854
21.0,0.9201197624206543,0.9773333333333334,0.9792884285823166,0.9773333333333334,0.9771078075727776
22.0,0.6787203550338745,0.9746666666666667,0.9769548622315604,0.9746666666666666,0.9743495728289532
23.0,0.1548525094985962,0.992,0.9924976258309591,0.9920000000000001,0.9920041287688347
24.0,0.694427490234375,0.9893333333333333,0.9900681018328077,0.9893333333333334,0.9892422779096892
25.0,0.005538448225706816,0.9906666666666667,0.9911904362884755,0.9906666666666669,0.9907136085603512
26.0,0.24706687033176422,0.9773333333333334,0.9789229576687956,0.9773333333333334,0.97737369225564
27.0,0.6386844515800476,0.9906666666666667,0.9910479334452698,0.9906666666666667,0.9906192082026339
28.0,0.8887642025947571,0.9853333333333333,0.9858250731772905,0.9853333333333334,0.9851841946365524
29.0,0.045415133237838745,0.9893333333333333,0.9897407439027861,0.9893333333333332,0.9892866093070054
30.0,1.1415971517562866,0.988,0.9888586194912499,0.9880000000000001,0.9880074657516676
